url
https://kore.ai/
https://kore.ai/solutions/industries/banking/
https://kore.ai/solutions/industries/healthcare/
https://kore.ai/solutions/industries/telecom/
https://kore.ai/solutions/industries/media-entertainment/
https://kore.ai/solutions/industries/insurance/
https://kore.ai/solutions/industries/retail/
https://kore.ai/solutions/industries/travel-hospitality/
https://kore.ai/kore-inc-announces-first-box-smart-bot-commerce-ushering-next-era-retail/
https://kore.ai/conversational-computing-ai-bots-now-reality-enterprise-sales-service-teams/
https://kore.ai/cookie-policy/
https://kore.ai/cookie-policy/
https://en.wikipedia.org/wiki/Economy_of_India#Foreign_trade_and_investment
https://en.wikipedia.org/wiki/Economy_of_India#Sectors
